timestamp,vehicle_count,ml_state,current_state
2025-09-13 01:00:31.176184,30,1,N/A
2025-09-13 01:00:31.176217,30,1,N/A
2025-09-13 01:00:31.176254,30,1,N/A
2025-09-13 01:00:31.176293,30,1,N/A
2025-09-13 01:00:31.176331,30,1,N/A
2025-09-13 01:00:31.176365,30,1,N/A
2025-09-13 01:00:31.176394,30,1,N/A
2025-09-13 01:00:31.176424,30,1,N/A
2025-09-13 01:00:31.176456,30,1,N/A
2025-09-13 01:00:31.176486,30,1,N/A
2025-09-13 01:00:31.176515,31,1,N/A
2025-09-13 01:00:31.176544,31,1,N/A
2025-09-13 01:00:31.176574,31,1,N/A
2025-09-13 01:00:31.176603,31,1,N/A
2025-09-13 01:00:31.176632,31,1,N/A
2025-09-13 01:00:31.176662,31,1,N/A
2025-09-13 01:00:31.176691,31,1,N/A
2025-09-13 01:00:31.176720,31,1,N/A
2025-09-13 01:00:31.176750,31,1,N/A
2025-09-13 01:00:31.176779,31,1,N/A
2025-09-13 01:00:31.176809,31,1,N/A
2025-09-13 01:00:31.176838,31,1,N/A
2025-09-13 01:00:31.176881,31,1,N/A
2025-09-13 01:00:31.176919,31,1,N/A
2025-09-13 01:00:31.176955,31,1,N/A
2025-09-13 01:00:31.176992,31,1,N/A
2025-09-13 01:00:31.177022,31,1,N/A
2025-09-13 01:00:31.177061,31,1,N/A
2025-09-13 01:00:31.177096,31,1,N/A
2025-09-13 01:00:31.177126,31,1,N/A
2025-09-13 01:00:31.177155,31,1,N/A
2025-09-13 01:00:31.177185,31,1,N/A
2025-09-13 01:00:31.177220,31,1,N/A
2025-09-13 01:00:31.177262,31,1,N/A
2025-09-13 01:00:31.177294,31,1,N/A
2025-09-13 01:00:31.177324,31,1,N/A
2025-09-13 01:00:31.177354,31,1,N/A
2025-09-13 01:00:31.177383,31,1,N/A
2025-09-13 01:00:31.177413,31,1,N/A
2025-09-13 01:00:31.177443,31,1,N/A
2025-09-13 01:00:31.177473,32,1,N/A
2025-09-13 01:00:31.177503,32,1,N/A
2025-09-13 01:00:31.177533,32,1,N/A
2025-09-13 01:00:31.177585,32,1,N/A
2025-09-13 01:00:31.177618,32,1,N/A
2025-09-13 01:00:31.177649,32,1,N/A
2025-09-13 01:00:31.177679,32,1,N/A
2025-09-13 01:00:31.177731,32,1,N/A
2025-09-13 01:00:31.177782,32,1,N/A
2025-09-13 01:00:31.177821,32,1,N/A
2025-09-13 01:00:31.177857,32,1,N/A
2025-09-13 01:00:31.177889,32,1,N/A
2025-09-13 01:00:31.177920,32,1,N/A
2025-09-13 01:00:31.177950,32,1,N/A
2025-09-13 01:00:31.177982,32,1,N/A
2025-09-13 01:00:31.178012,32,1,N/A
2025-09-13 01:00:31.178042,32,1,N/A
2025-09-13 01:00:31.178072,32,1,N/A
2025-09-13 01:00:31.178111,32,1,N/A
2025-09-13 01:00:31.178145,32,1,N/A
2025-09-13 01:00:31.178178,32,1,N/A
2025-09-13 01:00:31.178212,32,1,N/A
2025-09-13 01:00:31.178249,32,1,N/A
2025-09-13 01:00:31.178288,32,1,N/A
2025-09-13 01:00:31.178324,32,1,N/A
2025-09-13 01:00:31.178357,32,1,N/A
2025-09-13 01:00:31.178387,32,1,N/A
2025-09-13 01:00:31.178422,32,1,N/A
2025-09-13 01:00:31.178458,32,1,N/A
2025-09-13 01:00:31.178503,32,1,N/A
2025-09-13 01:00:31.178552,33,1,N/A
2025-09-13 01:00:31.178590,33,1,N/A
2025-09-13 01:00:31.178623,33,1,N/A
2025-09-13 01:00:31.178654,33,1,N/A
2025-09-13 01:00:31.178686,33,1,N/A
2025-09-13 01:00:31.178717,33,1,N/A
2025-09-13 01:00:31.178748,33,1,N/A
2025-09-13 01:00:31.178779,33,1,N/A
2025-09-13 01:00:31.178817,33,1,N/A
2025-09-13 01:00:31.178858,33,1,N/A
2025-09-13 01:00:31.178889,33,1,N/A
2025-09-13 01:00:31.178919,33,1,N/A
2025-09-13 01:00:31.178962,33,1,N/A
2025-09-13 01:00:31.179014,33,1,N/A
2025-09-13 01:00:31.179063,33,1,N/A
2025-09-13 01:00:31.179104,33,1,N/A
2025-09-13 01:00:31.179145,33,1,N/A
2025-09-13 01:00:31.179186,33,1,N/A
2025-09-13 01:00:31.179222,33,1,N/A
2025-09-13 01:00:31.179258,33,1,N/A
2025-09-13 01:00:31.179295,33,1,N/A
2025-09-13 01:00:31.179331,33,1,N/A
2025-09-13 01:00:31.179366,33,1,N/A
2025-09-13 01:00:31.179402,33,1,N/A
2025-09-13 01:00:31.179443,33,1,N/A
2025-09-13 01:00:31.179486,33,1,N/A
2025-09-13 01:00:31.179533,33,1,N/A
2025-09-13 01:00:31.179575,33,1,N/A
2025-09-13 01:00:31.179612,33,1,N/A
2025-09-13 01:00:31.179649,33,1,N/A
2025-09-13 01:00:31.179696,34,1,N/A
2025-09-13 01:00:31.179798,34,1,N/A
2025-09-13 01:00:31.179899,34,1,N/A
2025-09-13 01:00:31.179956,34,1,N/A
2025-09-13 01:00:31.180003,34,1,N/A
2025-09-13 01:00:31.180044,34,1,N/A
2025-09-13 01:00:31.180082,34,1,N/A
2025-09-13 01:00:31.180120,34,1,N/A
2025-09-13 01:00:31.180157,34,1,N/A
2025-09-13 01:00:31.180193,34,1,N/A
2025-09-13 01:00:31.180228,34,1,N/A
2025-09-13 01:00:31.180263,34,1,N/A
2025-09-13 01:00:31.180298,34,1,N/A
2025-09-13 01:00:31.180339,34,1,N/A
2025-09-13 01:00:31.180381,34,1,N/A
2025-09-13 01:00:31.180421,34,1,N/A
2025-09-13 01:00:31.180460,34,1,N/A
2025-09-13 01:00:31.180499,34,1,N/A
2025-09-13 01:00:31.180575,34,1,N/A
2025-09-13 01:00:31.180624,34,1,N/A
2025-09-13 01:00:31.180678,34,1,N/A
2025-09-13 01:00:31.180721,34,1,N/A
2025-09-13 01:00:31.180762,34,1,N/A
2025-09-13 01:00:31.180812,34,1,N/A
2025-09-13 01:00:31.180853,34,1,N/A
2025-09-13 01:00:31.180907,34,1,N/A
2025-09-13 01:00:31.180948,34,1,N/A
2025-09-13 01:00:31.181043,34,1,N/A
2025-09-13 01:00:31.181101,34,1,N/A
2025-09-13 01:00:31.181143,34,1,N/A
2025-09-13 01:00:31.181183,35,1,N/A
2025-09-13 01:00:31.181229,35,1,N/A
2025-09-13 01:00:31.181284,35,1,N/A
2025-09-13 01:00:31.181324,35,1,N/A
2025-09-13 01:00:31.181362,35,1,N/A
2025-09-13 01:00:31.181397,35,1,N/A
2025-09-13 01:00:31.181433,35,1,N/A
2025-09-13 01:00:31.181474,35,1,N/A
2025-09-13 01:00:31.181516,35,1,N/A
2025-09-13 01:00:31.181562,35,1,N/A
2025-09-13 01:00:31.181602,35,1,N/A
2025-09-13 01:00:31.181643,35,1,N/A
2025-09-13 01:00:31.181683,35,1,N/A
2025-09-13 01:00:31.181726,35,1,N/A
2025-09-13 01:00:31.181828,35,1,N/A
2025-09-13 01:00:31.181875,35,1,N/A
2025-09-13 01:00:31.181920,35,1,N/A
2025-09-13 01:00:31.181962,35,1,N/A
2025-09-13 01:00:31.182007,35,1,N/A
2025-09-13 01:00:31.182049,35,1,N/A
2025-09-13 01:00:31.182086,35,1,N/A
2025-09-13 01:00:31.182122,35,1,N/A
2025-09-13 01:00:31.182158,35,1,N/A
2025-09-13 01:00:31.182194,35,1,N/A
2025-09-13 01:00:31.182230,35,1,N/A
2025-09-13 01:00:31.182277,35,1,N/A
2025-09-13 01:00:31.182324,35,1,N/A
2025-09-13 01:00:31.182370,35,1,N/A
2025-09-13 01:00:31.182405,35,1,N/A
2025-09-13 01:00:31.182441,35,1,N/A
2025-09-13 01:00:31.182477,36,1,N/A
2025-09-13 01:00:31.182512,36,1,N/A
2025-09-13 01:00:31.182548,36,1,N/A
2025-09-13 01:00:31.182593,36,1,N/A
2025-09-13 01:00:31.182636,36,1,N/A
2025-09-13 01:00:31.182676,36,1,N/A
2025-09-13 01:00:31.182749,36,1,N/A
2025-09-13 01:00:31.182790,36,1,N/A
2025-09-13 01:00:31.182831,36,1,N/A
2025-09-13 01:00:31.182889,36,1,N/A
2025-09-13 01:00:31.182972,36,1,N/A
2025-09-13 01:00:31.183023,36,1,N/A
2025-09-13 01:00:31.183066,36,1,N/A
2025-09-13 01:00:31.183107,36,1,N/A
2025-09-13 01:00:31.183148,36,1,N/A
2025-09-13 01:00:31.183193,36,1,N/A
2025-09-13 01:00:31.183233,36,1,N/A
2025-09-13 01:00:31.183272,36,1,N/A
2025-09-13 01:00:31.183316,36,1,N/A
2025-09-13 01:00:31.183356,36,1,N/A
2025-09-13 01:00:31.183456,36,1,N/A
2025-09-13 01:00:31.183559,36,1,N/A
2025-09-13 01:00:31.183627,36,1,N/A
2025-09-13 01:00:31.183677,36,1,N/A
2025-09-13 01:00:31.183735,36,1,N/A
2025-09-13 01:00:31.183789,36,1,N/A
2025-09-13 01:00:31.183840,36,1,N/A
2025-09-13 01:00:31.183889,36,1,N/A
2025-09-13 01:00:31.183939,36,1,N/A
2025-09-13 01:00:31.183988,36,1,N/A
2025-09-13 01:00:31.184039,37,1,N/A
2025-09-13 01:00:31.184096,37,1,N/A
2025-09-13 01:00:31.184146,37,1,N/A
2025-09-13 01:00:31.184192,37,1,N/A
2025-09-13 01:00:31.184242,37,1,N/A
2025-09-13 01:00:31.184286,37,1,N/A
2025-09-13 01:00:31.184331,37,1,N/A
2025-09-13 01:00:31.184376,37,1,N/A
2025-09-13 01:00:31.184422,37,1,N/A
2025-09-13 01:00:31.184458,37,1,N/A
2025-09-13 01:00:31.184498,37,1,N/A
2025-09-13 01:00:31.184559,37,1,N/A
2025-09-13 01:00:31.184600,37,1,N/A
2025-09-13 01:00:31.184651,37,1,N/A
2025-09-13 01:00:31.184751,37,1,N/A
2025-09-13 01:00:31.184807,37,1,N/A
2025-09-13 01:00:31.184854,37,1,N/A
2025-09-13 01:00:31.184894,37,1,N/A
2025-09-13 01:00:31.184936,37,1,N/A
2025-09-13 01:00:31.184977,37,1,N/A
2025-09-13 01:00:31.185019,37,1,N/A
2025-09-13 01:00:31.185059,37,1,N/A
2025-09-13 01:00:31.185120,37,1,N/A
2025-09-13 01:00:31.185161,37,1,N/A
2025-09-13 01:00:31.185202,37,1,N/A
2025-09-13 01:00:31.185243,37,1,N/A
2025-09-13 01:00:31.185283,37,1,N/A
2025-09-13 01:00:31.185323,37,1,N/A
2025-09-13 01:00:31.185375,37,1,N/A
2025-09-13 01:00:31.185422,37,1,N/A
2025-09-13 01:00:31.185476,38,1,N/A
2025-09-13 01:00:31.185534,38,1,N/A
2025-09-13 01:00:31.185577,38,1,N/A
2025-09-13 01:00:31.185625,38,1,N/A
2025-09-13 01:00:31.185674,38,1,N/A
2025-09-13 01:00:31.185716,38,1,N/A
2025-09-13 01:00:31.185764,38,1,N/A
2025-09-13 01:00:31.185821,38,1,N/A
2025-09-13 01:00:31.185889,38,1,N/A
2025-09-13 01:00:31.185930,38,1,N/A
2025-09-13 01:00:31.185977,38,1,N/A
2025-09-13 01:00:31.186217,38,1,N/A
2025-09-13 01:00:31.186298,38,1,N/A
2025-09-13 01:00:31.186494,38,1,N/A
2025-09-13 01:00:31.186573,38,1,N/A
2025-09-13 01:00:31.186669,38,1,N/A
2025-09-13 01:00:31.186717,38,1,N/A
2025-09-13 01:00:31.186763,38,1,N/A
2025-09-13 01:00:31.186812,38,1,N/A
2025-09-13 01:00:31.186868,38,1,N/A
2025-09-13 01:00:31.186917,38,1,N/A
2025-09-13 01:00:31.186962,38,1,N/A
2025-09-13 01:00:31.187011,38,1,N/A
2025-09-13 01:00:31.187086,38,1,N/A
2025-09-13 01:00:31.187129,38,1,N/A
2025-09-13 01:00:31.187170,38,1,N/A
2025-09-13 01:00:31.187210,38,1,N/A
2025-09-13 01:00:31.187251,38,1,N/A
2025-09-13 01:00:31.187291,38,1,N/A
2025-09-13 01:00:31.187332,38,1,N/A
2025-09-13 01:00:31.187373,39,1,N/A
2025-09-13 01:00:31.187534,39,1,N/A
2025-09-13 01:00:31.187579,39,1,N/A
2025-09-13 01:00:31.187634,39,1,N/A
2025-09-13 01:00:31.187700,39,1,N/A
2025-09-13 01:00:31.187754,39,1,N/A
2025-09-13 01:00:31.187807,39,1,N/A
2025-09-13 01:00:31.187847,39,1,N/A
2025-09-13 01:00:31.187904,39,1,N/A
2025-09-13 01:00:31.187944,39,1,N/A
2025-09-13 01:00:31.188096,39,1,N/A
2025-09-13 01:00:31.188141,39,1,N/A
2025-09-13 01:00:31.188181,39,1,N/A
2025-09-13 01:00:31.188232,39,1,N/A
2025-09-13 01:00:31.188339,39,1,N/A
2025-09-13 01:00:31.188411,39,1,N/A
2025-09-13 01:00:31.188460,39,1,N/A
2025-09-13 01:00:31.188533,39,1,N/A
2025-09-13 01:00:31.188589,39,1,N/A
2025-09-13 01:00:31.188636,39,1,N/A
2025-09-13 01:00:31.188681,39,1,N/A
2025-09-13 01:00:31.188724,39,1,N/A
2025-09-13 01:00:31.188775,39,1,N/A
2025-09-13 01:00:31.188828,39,1,N/A
2025-09-13 01:00:31.188878,39,1,N/A
2025-09-13 01:00:31.188929,39,1,N/A
2025-09-13 01:00:31.188980,39,1,N/A
2025-09-13 01:00:31.189030,39,1,N/A
2025-09-13 01:00:31.189080,39,1,N/A
2025-09-13 01:00:31.189130,39,1,N/A
2025-09-13 01:00:31.189180,40,1,N/A
2025-09-13 01:00:31.189216,40,1,N/A
2025-09-13 01:00:31.189268,40,1,N/A
2025-09-13 01:00:31.189316,40,1,N/A
2025-09-13 01:00:31.189357,40,1,N/A
2025-09-13 01:00:31.189400,40,1,N/A
2025-09-13 01:00:31.189441,40,1,N/A
2025-09-13 01:00:31.189484,40,1,N/A
2025-09-13 01:00:31.189524,40,1,N/A
2025-09-13 01:00:31.189565,40,1,N/A
2025-09-13 01:00:31.189626,40,1,N/A
2025-09-13 01:00:31.189666,40,1,N/A
2025-09-13 01:00:31.189706,40,1,N/A
2025-09-13 01:00:31.189746,40,1,N/A
2025-09-13 01:00:31.189789,40,1,N/A
2025-09-13 01:00:31.189830,40,1,N/A
2025-09-13 01:00:31.189871,40,1,N/A
2025-09-13 01:00:31.189913,40,1,N/A
2025-09-13 01:00:31.189962,40,1,N/A
2025-09-13 01:00:31.190004,40,1,N/A
2025-09-13 01:00:31.190086,40,1,N/A
2025-09-13 01:00:31.190144,40,1,N/A
2025-09-13 01:00:31.190270,40,1,N/A
2025-09-13 01:00:31.190468,40,1,N/A
2025-09-13 01:00:31.190786,40,1,N/A
2025-09-13 01:00:31.190898,40,1,N/A
2025-09-13 01:00:31.191072,40,1,N/A
2025-09-13 01:00:31.191215,40,1,N/A
2025-09-13 01:00:31.191340,40,1,N/A
2025-09-13 01:00:31.191390,40,1,N/A
2025-09-13 01:00:31.191435,41,1,N/A
2025-09-13 01:00:31.191498,41,1,N/A
2025-09-13 01:00:31.191546,41,1,N/A
2025-09-13 01:00:31.191591,41,1,N/A
2025-09-13 01:00:31.191634,41,1,N/A
2025-09-13 01:00:31.191677,41,1,N/A
2025-09-13 01:00:31.191719,41,1,N/A
2025-09-13 01:00:31.191761,41,1,N/A
2025-09-13 01:00:31.191832,41,1,N/A
2025-09-13 01:00:31.191874,41,1,N/A
2025-09-13 01:00:31.191914,41,1,N/A
2025-09-13 01:00:31.191955,41,1,N/A
2025-09-13 01:00:31.191997,41,1,N/A
2025-09-13 01:00:31.192078,41,1,N/A
2025-09-13 01:00:31.192137,41,1,N/A
2025-09-13 01:00:31.192184,41,1,N/A
2025-09-13 01:00:31.192234,41,1,N/A
2025-09-13 01:00:31.192277,41,1,N/A
2025-09-13 01:00:31.192323,41,1,N/A
2025-09-13 01:00:31.192372,41,1,N/A
2025-09-13 01:00:31.192417,41,1,N/A
2025-09-13 01:00:31.192460,41,1,N/A
2025-09-13 01:00:31.192510,41,1,N/A
2025-09-13 01:00:31.192553,41,1,N/A
2025-09-13 01:00:31.192594,41,1,N/A
2025-09-13 01:00:31.192635,41,1,N/A
2025-09-13 01:00:31.192675,41,1,N/A
2025-09-13 01:00:31.192715,41,1,N/A
2025-09-13 01:00:31.192755,41,1,N/A
2025-09-13 01:00:31.192795,41,1,N/A
2025-09-13 01:00:31.192838,42,1,N/A
2025-09-13 01:00:31.192878,42,1,N/A
2025-09-13 01:00:31.192918,42,1,N/A
2025-09-13 01:00:31.192968,42,1,N/A
2025-09-13 01:00:31.193008,42,1,N/A
2025-09-13 01:00:31.193048,42,1,N/A
2025-09-13 01:00:31.193089,42,1,N/A
2025-09-13 01:00:31.193131,42,1,N/A
2025-09-13 01:00:31.193191,42,1,N/A
2025-09-13 01:00:31.193239,42,1,N/A
2025-09-13 01:00:31.193285,42,1,N/A
2025-09-13 01:00:31.193334,42,1,N/A
2025-09-13 01:00:31.193375,42,1,N/A
2025-09-13 01:00:31.193415,42,1,N/A
2025-09-13 01:00:31.193460,42,1,N/A
2025-09-13 01:00:31.193500,42,1,N/A
2025-09-13 01:00:31.193540,42,1,N/A
2025-09-13 01:00:31.193579,42,1,N/A
2025-09-13 01:00:31.193619,42,1,N/A
2025-09-13 01:00:31.193659,42,1,N/A
2025-09-13 01:00:31.193702,42,1,N/A
2025-09-13 01:00:31.193742,42,1,N/A
2025-09-13 01:00:31.193783,42,1,N/A
2025-09-13 01:00:31.193829,42,1,N/A
2025-09-13 01:00:31.193870,42,1,N/A
2025-09-13 01:00:31.193911,42,1,N/A
2025-09-13 01:00:31.193951,42,1,N/A
2025-09-13 01:00:31.194033,42,1,N/A
2025-09-13 01:00:31.194112,42,1,N/A
2025-09-13 01:00:31.194160,42,1,N/A
2025-09-13 01:00:31.194204,43,1,N/A
2025-09-13 01:00:31.194246,43,1,N/A
2025-09-13 01:00:31.194288,43,1,N/A
2025-09-13 01:00:31.194330,43,1,N/A
2025-09-13 01:00:31.194371,43,1,N/A
2025-09-13 01:00:31.194410,43,1,N/A
2025-09-13 01:00:31.194510,43,1,N/A
2025-09-13 01:00:31.194574,43,1,N/A
2025-09-13 01:00:31.194619,43,1,N/A
2025-09-13 01:00:31.194713,43,1,N/A
2025-09-13 01:00:31.194757,43,1,N/A
2025-09-13 01:00:31.194857,43,1,N/A
2025-09-13 01:00:31.194960,43,1,N/A
2025-09-13 01:00:31.195183,43,1,N/A
2025-09-13 01:00:31.195377,43,1,N/A
2025-09-13 01:00:31.195664,43,1,N/A
2025-09-13 01:00:31.195898,43,1,N/A
2025-09-13 01:00:31.196015,43,1,N/A
2025-09-13 01:00:31.196319,43,1,N/A
2025-09-13 01:00:31.196558,43,1,N/A
2025-09-13 01:00:31.196691,43,1,N/A
2025-09-13 01:00:31.196869,43,1,N/A
2025-09-13 01:00:31.197032,43,1,N/A
2025-09-13 01:00:31.197203,43,1,N/A
2025-09-13 01:00:31.197264,43,1,N/A
2025-09-13 01:00:31.197309,43,1,N/A
2025-09-13 01:00:31.197354,43,1,N/A
2025-09-13 01:00:31.197395,43,1,N/A
2025-09-13 01:00:31.197453,43,1,N/A
2025-09-13 01:00:31.197511,43,1,N/A
2025-09-13 01:00:31.197556,44,1,N/A
2025-09-13 01:00:31.197605,44,1,N/A
2025-09-13 01:00:31.197655,44,1,N/A
2025-09-13 01:00:31.197727,44,1,N/A
2025-09-13 01:00:31.197771,44,1,N/A
2025-09-13 01:00:31.197813,44,1,N/A
2025-09-13 01:00:31.197857,44,1,N/A
2025-09-13 01:00:31.197896,44,1,N/A
2025-09-13 01:00:31.197940,44,1,N/A
2025-09-13 01:00:31.197985,44,1,N/A
2025-09-13 01:00:31.198024,44,1,N/A
2025-09-13 01:00:31.198062,44,1,N/A
2025-09-13 01:00:31.198101,44,1,N/A
2025-09-13 01:00:31.198137,44,1,N/A
2025-09-13 01:00:31.198172,44,1,N/A
2025-09-13 01:00:31.198206,44,1,N/A
2025-09-13 01:00:31.198241,44,1,N/A
2025-09-13 01:00:31.198274,44,1,N/A
2025-09-13 01:00:31.198308,44,1,N/A
2025-09-13 01:00:31.198350,44,1,N/A
2025-09-13 01:00:31.198386,44,1,N/A
2025-09-13 01:00:31.198434,44,1,N/A
2025-09-13 01:00:31.198469,44,1,N/A
2025-09-13 01:00:31.198510,44,1,N/A
2025-09-13 01:00:31.198556,44,1,N/A
2025-09-13 01:00:31.198597,44,1,N/A
2025-09-13 01:00:31.198631,44,1,N/A
2025-09-13 01:00:31.198664,44,1,N/A
2025-09-13 01:00:31.198698,44,1,N/A
2025-09-13 01:00:31.198732,44,1,N/A
2025-09-13 01:00:31.198766,45,1,N/A
2025-09-13 01:00:31.198802,45,1,N/A
2025-09-13 01:00:31.198847,45,1,N/A
2025-09-13 01:00:31.198896,45,1,N/A
2025-09-13 01:00:31.198933,45,1,N/A
2025-09-13 01:00:31.198970,45,1,N/A
2025-09-13 01:00:31.199004,45,1,N/A
2025-09-13 01:00:31.199038,45,1,N/A
2025-09-13 01:00:31.199072,45,1,N/A
2025-09-13 01:00:31.199109,45,1,N/A
2025-09-13 01:00:31.199144,45,1,N/A
2025-09-13 01:00:31.199188,45,1,N/A
2025-09-13 01:00:31.199227,45,1,N/A
2025-09-13 01:00:31.199275,45,1,N/A
2025-09-13 01:00:31.199315,45,1,N/A
2025-09-13 01:00:31.199353,45,1,N/A
2025-09-13 01:00:31.199387,45,1,N/A
2025-09-13 01:00:31.199421,45,1,N/A
2025-09-13 01:00:31.199456,45,1,N/A
2025-09-13 01:00:31.199491,45,1,N/A
2025-09-13 01:00:31.199525,45,1,N/A
2025-09-13 01:00:31.199560,45,1,N/A
2025-09-13 01:00:31.199594,45,1,N/A
2025-09-13 01:00:31.199629,45,1,N/A
2025-09-13 01:00:31.199664,45,1,N/A
2025-09-13 01:00:31.199700,45,1,N/A
2025-09-13 01:00:31.199744,45,1,N/A
2025-09-13 01:00:31.199783,45,1,N/A
2025-09-13 01:00:31.199820,45,1,N/A
2025-09-13 01:00:31.199855,45,1,N/A
2025-09-13 01:00:31.199889,46,1,N/A
2025-09-13 01:00:31.199923,46,1,N/A
2025-09-13 01:00:31.199958,46,1,N/A
