time_s,car_count
0.0666666666666667,10
0.1,13
0.133333333333333,13
0.166666666666667,12
0.2,12
0.233333333333333,12
0.266666666666667,11
0.3,10
0.333333333333333,10
0.366666666666667,10
0.4,10
0.433333333333333,9
0.466666666666667,10
0.5,10
0.533333333333333,10
0.566666666666667,9
0.6,10
0.633333333333333,10
0.666666666666667,10
0.7,10
