timestamp,state,ns_light,ew_light,vehicle_count,ml_state,emergency,duration
2025-09-13 02:26:00.688542,NS_Green,Green,Red,6,0,0,3.370023012161255
2025-09-13 02:26:00.788184,NS_Green,Green,Red,7,0,0,3.4696638584136963
2025-09-13 02:26:00.888417,NS_Green,Green,Red,8,0,0,3.569904088973999
2025-09-13 02:26:00.988296,NS_Green,Green,Red,9,0,0,3.6697819232940674
2025-09-13 02:26:01.088246,NS_Green,Green,Red,10,0,0,3.769727945327759
2025-09-13 02:26:01.188497,NS_Green,Green,Red,9,0,0,3.8699791431427
2025-09-13 02:26:01.288247,NS_Green,Green,Red,10,0,0,3.969728946685791
2025-09-13 02:26:01.388210,NS_Green,Green,Red,9,0,0,4.069693088531494
2025-09-13 02:26:01.488256,NS_Green,Green,Red,8,0,0,4.169743061065674
2025-09-13 02:26:01.588452,NS_Green,Green,Red,9,0,0,4.269941091537476
2025-09-13 02:26:01.688616,NS_Green,Green,Red,10,0,0,4.370102882385254
2025-09-13 02:26:01.788267,NS_Green,Green,Red,11,0,0,4.469755172729492
2025-09-13 02:26:01.888340,NS_Green,Green,Red,12,0,0,4.56983208656311
2025-09-13 02:26:01.988169,NS_Green,Green,Red,13,0,0,4.669652223587036
2025-09-13 02:26:02.088343,NS_Green,Green,Red,14,0,0,4.769833087921143
2025-09-13 02:26:02.188468,NS_Green,Green,Red,15,1,0,4.869949102401733
2025-09-13 02:26:02.288213,NS_Green,Green,Red,16,1,0,4.969694137573242
2025-09-13 02:26:02.388090,NS_Green,Green,Red,18,1,0,5.069571018218994
2025-09-13 02:26:02.488249,NS_Green,Green,Red,19,1,0,5.169748067855835
2025-09-13 02:26:02.588231,NS_Green,Green,Red,20,1,0,5.269718885421753
2025-09-13 02:26:02.688543,NS_Green,Green,Red,19,1,0,5.370031118392944
2025-09-13 02:26:02.788275,NS_Green,Green,Red,18,1,0,5.469760894775391
2025-09-13 02:26:02.888145,NS_Green,Green,Red,19,1,0,5.569627046585083
2025-09-13 02:26:02.988156,NS_Green,Green,Red,20,1,0,5.669642925262451
2025-09-13 02:26:03.088230,NS_Green,Green,Red,19,1,0,5.769717216491699
2025-09-13 02:26:03.188679,NS_Green,Green,Red,18,1,0,5.870166063308716
2025-09-13 02:26:03.288359,NS_Green,Green,Red,19,1,0,5.969850063323975
2025-09-13 02:26:03.388142,NS_Green,Green,Red,20,1,0,6.069628000259399
2025-09-13 02:26:03.488177,NS_Green,Green,Red,19,1,0,6.169671058654785
2025-09-13 02:26:03.588355,NS_Green,Green,Red,20,1,0,6.269842147827148
2025-09-13 02:26:03.688360,NS_Green,Green,Red,19,1,0,6.369842052459717
2025-09-13 02:26:03.788086,NS_Green,Green,Red,18,1,0,6.46956729888916
2025-09-13 02:26:03.888007,NS_Green,Green,Red,17,1,0,6.569488048553467
2025-09-13 02:26:03.988010,NS_Green,Green,Red,16,1,0,6.669493913650513
2025-09-13 02:26:04.088216,NS_Green,Green,Red,15,1,0,6.769697904586792
2025-09-13 02:26:04.188574,NS_Green,Green,Red,14,1,0,6.870067119598389
2025-09-13 02:26:04.288050,NS_Green,Green,Red,12,1,0,6.969532012939453
2025-09-13 02:26:04.388032,NS_Green,Green,Red,11,1,0,7.0695130825042725
2025-09-13 02:26:04.488007,NS_Green,Green,Red,10,1,0,7.169489145278931
2025-09-13 02:26:04.588142,NS_Green,Green,Red,9,1,0,7.269624948501587
2025-09-13 02:26:04.688390,NS_Green,Green,Red,8,0,0,7.369872093200684
2025-09-13 02:26:04.788050,NS_Green,Green,Red,7,0,0,7.469531059265137
2025-09-13 02:26:04.888069,NS_Green,Green,Red,6,0,0,7.56955099105835
2025-09-13 02:26:04.987958,NS_Green,Green,Red,5,0,0,7.669440031051636
2025-09-13 02:26:05.088045,NS_Green,Green,Red,4,0,0,7.769533157348633
2025-09-13 02:26:05.188250,NS_Green,Green,Red,3,0,0,7.869733095169067
2025-09-13 02:26:05.288010,NS_Green,Green,Red,4,0,0,7.969491243362427
2025-09-13 02:26:05.388000,NS_Green,Green,Red,5,0,0,8.069481134414673
2025-09-13 02:26:05.487953,NS_Green,Green,Red,4,0,0,8.169435024261475
2025-09-13 02:26:05.588129,NS_Green,Green,Red,3,0,0,8.269612073898315
2025-09-13 02:26:05.688278,NS_Green,Green,Red,4,0,0,8.369760036468506
2025-09-13 02:26:05.788028,NS_Green,Green,Red,5,0,0,8.469511032104492
2025-09-13 02:26:05.888032,NS_Green,Green,Red,4,0,0,8.56951904296875
2025-09-13 02:26:05.987971,NS_Green,Green,Red,3,0,0,8.669457197189331
2025-09-13 02:26:06.088411,NS_Green,Green,Red,4,0,0,8.76991605758667
2025-09-13 02:26:06.188358,NS_Green,Green,Red,5,0,0,8.869847059249878
2025-09-13 02:26:06.287941,NS_Green,Green,Red,6,0,0,8.969423055648804
2025-09-13 02:26:06.387951,NS_Green,Green,Red,7,0,0,9.069432973861694
2025-09-13 02:26:06.487900,NS_Green,Green,Red,8,0,0,9.169382095336914
2025-09-13 02:26:06.588000,NS_Green,Green,Red,9,0,0,9.269481182098389
2025-09-13 02:26:06.688424,NS_Green,Green,Red,10,0,0,9.36991810798645
2025-09-13 02:26:06.787904,NS_Green,Green,Red,11,0,0,9.469391107559204
2025-09-13 02:26:06.887939,NS_Green,Green,Red,12,0,0,9.569424152374268
2025-09-13 02:26:06.987924,NS_Green,Green,Red,13,0,0,9.669407844543457
2025-09-13 02:26:07.088017,NS_Green,Green,Red,14,0,0,9.76951003074646
2025-09-13 02:26:07.188121,NS_Green,Green,Red,15,1,0,9.869601011276245
2025-09-13 02:26:07.287877,NS_Green,Green,Red,17,1,0,9.969360113143921
2025-09-13 02:26:07.387952,NS_Green,Green,Red,18,1,0,10.069432973861694
2025-09-13 02:26:07.487957,NS_Green,Green,Red,19,1,0,10.169450998306274
2025-09-13 02:26:07.588111,NS_Green,Green,Red,20,1,0,10.269597053527832
2025-09-13 02:26:07.688106,NS_Green,Green,Red,3,0,0,10.369590997695923
2025-09-13 02:26:07.787986,NS_Green,Green,Red,4,0,0,10.469472885131836
2025-09-13 02:26:07.887893,NS_Green,Green,Red,5,0,0,10.56938099861145
2025-09-13 02:26:07.987930,NS_Green,Green,Red,4,0,0,10.669417142868042
2025-09-13 02:26:08.088232,NS_Green,Green,Red,3,0,0,10.769724130630493
2025-09-13 02:26:08.188305,NS_Green,Green,Red,5,0,0,10.869796991348267
2025-09-13 02:26:08.288020,NS_Green,Green,Red,4,0,0,10.96950912475586
2025-09-13 02:26:08.387900,NS_Green,Green,Red,3,0,0,11.069387912750244
2025-09-13 02:26:08.488076,NS_Green,Green,Red,4,0,0,11.169563055038452
2025-09-13 02:26:08.588036,NS_Green,Green,Red,5,0,0,11.26952314376831
2025-09-13 02:26:08.688400,NS_Green,Green,Red,4,0,0,11.369892120361328
2025-09-13 02:26:08.787875,NS_Green,Green,Red,3,0,0,11.469356060028076
2025-09-13 02:26:08.887900,NS_Green,Green,Red,4,0,0,11.569382190704346
2025-09-13 02:26:08.987792,NS_Green,Green,Red,5,0,0,11.669274091720581
2025-09-13 02:26:09.088041,NS_Green,Green,Red,4,0,0,11.769535064697266
2025-09-13 02:26:09.188235,NS_Green,Green,Red,3,0,0,11.86972713470459
2025-09-13 02:26:09.287881,NS_Green,Green,Red,4,0,0,11.96936321258545
2025-09-13 02:26:09.387749,NS_Green,Green,Red,5,0,0,12.069230079650879
2025-09-13 02:26:09.487780,NS_Green,Green,Red,4,0,0,12.169263124465942
2025-09-13 02:26:09.587882,NS_Green,Green,Red,3,0,0,12.26936411857605
2025-09-13 02:26:09.688084,NS_Green,Green,Red,5,0,0,12.36956787109375
2025-09-13 02:26:09.787755,NS_Green,Green,Red,4,0,0,12.469236135482788
2025-09-13 02:26:09.887753,NS_Green,Green,Red,3,0,0,12.56923508644104
2025-09-13 02:26:09.987738,NS_Green,Green,Red,4,0,0,12.669219970703125
2025-09-13 02:26:10.087807,NS_Green,Green,Red,5,0,0,12.769296169281006
2025-09-13 02:26:10.187982,NS_Green,Green,Red,4,0,0,12.869469165802002
2025-09-13 02:26:10.287879,NS_Green,Green,Red,3,0,0,12.969366073608398
2025-09-13 02:26:10.387716,NS_Green,Green,Red,4,0,0,13.069200992584229
2025-09-13 02:26:10.487711,NS_Green,Green,Red,5,0,0,13.169193267822266
2025-09-13 02:26:10.587861,NS_Green,Green,Red,4,0,0,13.269341230392456
2025-09-13 02:26:10.688158,NS_Green,Green,Red,3,0,0,13.369643926620483
2025-09-13 02:26:10.787741,NS_Green,Green,Red,6,0,0,13.469223022460938
2025-09-13 02:26:10.887783,NS_Green,Green,Red,7,0,0,13.569265127182007
2025-09-13 02:26:10.987712,NS_Green,Green,Red,8,0,0,13.66919207572937
2025-09-13 02:26:11.087857,NS_Green,Green,Red,9,0,0,13.769338130950928
2025-09-13 02:26:11.187938,NS_Green,Green,Red,10,0,0,13.869418859481812
2025-09-13 02:26:11.287717,NS_Green,Green,Red,9,0,0,13.969197988510132
2025-09-13 02:26:11.387723,NS_Green,Green,Red,10,0,0,14.06920599937439
2025-09-13 02:26:11.487679,NS_Green,Green,Red,9,0,0,14.169161081314087
2025-09-13 02:26:11.587811,NS_Green,Green,Red,8,0,0,14.269291877746582
2025-09-13 02:26:11.687962,NS_Green,Green,Red,9,0,0,14.369449138641357
2025-09-13 02:26:11.787724,NS_Green,Green,Red,10,0,0,14.469204902648926
2025-09-13 02:26:11.887712,NS_Green,Green,Red,11,0,0,14.569194078445435
2025-09-13 02:26:11.987666,NS_Green,Green,Red,12,0,0,14.669148206710815
2025-09-13 02:26:12.087779,NS_Green,Green,Red,13,0,0,14.769261121749878
2025-09-13 02:26:12.187885,NS_Green,Green,Red,14,0,0,14.869366884231567
2025-09-13 02:26:12.287653,NS_Green,Green,Red,15,1,0,14.969134092330933
2025-09-13 02:26:12.387672,NS_Green,Green,Red,16,1,0,15.069154024124146
2025-09-13 02:26:12.487649,NS_Green,Green,Red,18,1,0,15.16913104057312
2025-09-13 02:26:12.587806,NS_Green,Green,Red,19,1,0,15.269289255142212
2025-09-13 02:26:12.687893,NS_Green,Green,Red,20,1,0,15.369375228881836
2025-09-13 02:26:12.787668,NS_Green,Green,Red,19,1,0,15.469149112701416
2025-09-13 02:26:12.887722,NS_Green,Green,Red,18,1,0,15.569204092025757
2025-09-13 02:26:12.987625,NS_Green,Green,Red,19,1,0,15.66910719871521
2025-09-13 02:26:13.087728,NS_Green,Green,Red,20,1,0,15.769209146499634
2025-09-13 02:26:13.187868,NS_Green,Green,Red,19,1,0,15.869349002838135
2025-09-13 02:26:13.287589,NS_Green,Green,Red,18,1,0,15.96907114982605
2025-09-13 02:26:13.387587,NS_Green,Green,Red,19,1,0,16.069067001342773
2025-09-13 02:26:13.487722,NS_Green,Green,Red,20,1,0,16.169209003448486
2025-09-13 02:26:13.587820,NS_Green,Green,Red,19,1,0,16.269310235977173
2025-09-13 02:26:13.687960,NS_Green,Green,Red,20,1,0,16.3694429397583
2025-09-13 02:26:13.787604,NS_Green,Green,Red,19,1,0,16.469085216522217
2025-09-13 02:26:13.887557,NS_Green,Green,Red,18,1,0,16.569037914276123
2025-09-13 02:26:13.987608,NS_Green,Green,Red,17,1,0,16.669090032577515
2025-09-13 02:26:14.087783,NS_Green,Green,Red,16,1,0,16.769267082214355
2025-09-13 02:26:14.188077,NS_Green,Green,Red,15,1,0,16.86957812309265
2025-09-13 02:26:14.287790,NS_Green,Green,Red,14,1,0,16.96929407119751
2025-09-13 02:26:14.387631,NS_Green,Green,Red,12,1,0,17.069111108779907
2025-09-13 02:26:14.487564,NS_Green,Green,Red,11,1,0,17.169044971466064
2025-09-13 02:26:14.587743,NS_Green,Green,Red,10,1,0,17.269224166870117
2025-09-13 02:26:14.687849,NS_Green,Green,Red,9,1,0,17.369331121444702
2025-09-13 02:26:14.787569,NS_Green,Green,Red,8,0,0,17.469054222106934
2025-09-13 02:26:14.887705,NS_Green,Green,Red,7,0,0,17.56918692588806
2025-09-13 02:26:14.987613,NS_Green,Green,Red,6,0,0,17.66909408569336
2025-09-13 02:26:15.087698,NS_Green,Green,Red,5,0,0,17.769180059432983
2025-09-13 02:26:15.187871,NS_Green,Green,Red,4,0,0,17.86935806274414
2025-09-13 02:26:15.287543,NS_Green,Green,Red,3,0,0,17.969023942947388
2025-09-13 02:26:15.387580,NS_Green,Green,Red,4,0,0,18.069061040878296
2025-09-13 02:26:15.487543,NS_Green,Green,Red,5,0,0,18.16902494430542
2025-09-13 02:26:15.587721,NS_Green,Green,Red,4,0,0,18.26920485496521
2025-09-13 02:26:15.687875,NS_Green,Green,Red,3,0,0,18.36935806274414
2025-09-13 02:26:15.787661,NS_Green,Green,Red,4,0,0,18.469141960144043
2025-09-13 02:26:15.887566,NS_Green,Green,Red,5,0,0,18.569047927856445
2025-09-13 02:26:15.987557,NS_Green,Green,Red,4,0,0,18.66903805732727
2025-09-13 02:26:16.087622,NS_Green,Green,Red,3,0,0,18.76910400390625
2025-09-13 02:26:16.187871,NS_Green,Green,Red,4,0,0,18.86935305595398
2025-09-13 02:26:16.287557,NS_Green,Green,Red,5,0,0,18.969040155410767
2025-09-13 02:26:16.387559,NS_Green,Green,Red,6,0,0,19.069040060043335
2025-09-13 02:26:16.487539,NS_Green,Green,Red,7,0,0,19.16902208328247
2025-09-13 02:26:16.587660,NS_Green,Green,Red,8,0,0,19.26914095878601
2025-09-13 02:26:16.687867,NS_Green,Green,Red,9,0,0,19.36934804916382
2025-09-13 02:26:16.787577,NS_Green,Green,Red,10,0,0,19.4690580368042
2025-09-13 02:26:16.887540,NS_Green,Green,Red,11,0,0,19.569022178649902
2025-09-13 02:26:16.987547,NS_Green,Green,Red,12,0,0,19.669028997421265
2025-09-13 02:26:17.087642,NS_Green,Green,Red,13,0,0,19.769123077392578
2025-09-13 02:26:17.187765,NS_Green,Green,Red,14,0,0,19.869246244430542
2025-09-13 02:26:17.287453,NS_Green,Green,Red,15,1,0,19.968934059143066
2025-09-13 02:26:17.387554,NS_Green,Green,Red,17,1,0,20.069035053253174
2025-09-13 02:26:17.487583,NS_Green,Green,Red,18,1,0,20.16907000541687
2025-09-13 02:26:17.587729,NS_Green,Green,Red,19,1,0,20.269217014312744
2025-09-13 02:26:17.687768,NS_Green,Green,Red,20,1,0,20.369250059127808
2025-09-13 02:26:17.787462,NS_Green,Green,Red,3,0,0,20.468943119049072
2025-09-13 02:26:17.887547,NS_Green,Green,Red,4,0,0,20.56903314590454
2025-09-13 02:26:17.987630,NS_Green,Green,Red,5,0,0,20.66911816596985
2025-09-13 02:26:18.087568,NS_Green,Green,Red,4,0,0,20.769048929214478
2025-09-13 02:26:18.187729,NS_Green,Green,Red,3,0,0,20.869211196899414
2025-09-13 02:26:18.287501,NS_Green,Green,Red,5,0,0,20.968982934951782
2025-09-13 02:26:18.387556,NS_Green,Green,Red,4,0,0,21.06903910636902
2025-09-13 02:26:18.487530,NS_Green,Green,Red,3,0,0,21.169014930725098
2025-09-13 02:26:18.587574,NS_Green,Green,Red,4,0,0,21.269054174423218
2025-09-13 02:26:18.687821,NS_Green,Green,Red,5,0,0,21.369302988052368
2025-09-13 02:26:18.787420,NS_Green,Green,Red,4,0,0,21.46890115737915
2025-09-13 02:26:18.887535,NS_Green,Green,Red,3,0,0,21.569022178649902
2025-09-13 02:26:18.987566,NS_Green,Green,Red,4,0,0,21.669053077697754
2025-09-13 02:26:19.087519,NS_Green,Green,Red,5,0,0,21.76900005340576
2025-09-13 02:26:19.187718,NS_Green,Green,Red,4,0,0,21.869198083877563
2025-09-13 02:26:19.287419,NS_Green,Green,Red,3,0,0,21.96889901161194
2025-09-13 02:26:19.387679,NS_Green,Green,Red,4,0,0,22.069164991378784
2025-09-13 02:26:19.487567,NS_Green,Green,Red,5,0,0,22.16905903816223
2025-09-13 02:26:19.587621,NS_Green,Green,Red,4,0,0,22.26910090446472
2025-09-13 02:26:19.687785,NS_Green,Green,Red,3,0,0,22.36927103996277
2025-09-13 02:26:19.787463,NS_Green,Green,Red,5,0,0,22.4689462184906
2025-09-13 02:26:19.887513,NS_Green,Green,Red,4,0,0,22.568994998931885
2025-09-13 02:26:19.987358,NS_Green,Green,Red,3,0,0,22.668838024139404
2025-09-13 02:26:20.087497,NS_Green,Green,Red,4,0,0,22.7689790725708
2025-09-13 02:26:20.187662,NS_Green,Green,Red,5,0,0,22.869142055511475
2025-09-13 02:26:20.287417,NS_Green,Green,Red,4,0,0,22.968898057937622
2025-09-13 02:26:20.387476,NS_Green,Green,Red,3,0,0,23.068957090377808
2025-09-13 02:26:20.487417,NS_Green,Green,Red,4,0,0,23.168899059295654
2025-09-13 02:26:20.587531,NS_Green,Green,Red,5,0,0,23.26901125907898
2025-09-13 02:26:20.687716,NS_Green,Green,Red,4,0,0,23.369198083877563
2025-09-13 02:26:20.787482,NS_Green,Green,Red,3,0,0,23.468969106674194
2025-09-13 02:26:20.887490,NS_Green,Green,Red,6,0,0,23.568971872329712
2025-09-13 02:26:20.987458,NS_Green,Green,Red,7,0,0,23.668941020965576
2025-09-13 02:26:21.087677,NS_Green,Green,Red,8,0,0,23.769169092178345
2025-09-13 02:26:21.187698,NS_Green,Green,Red,9,0,0,23.86918020248413
2025-09-13 02:26:21.287523,NS_Green,Green,Red,10,0,0,23.969009160995483
2025-09-13 02:26:21.387397,NS_Green,Green,Red,9,0,0,24.068877935409546
2025-09-13 02:26:21.487410,NS_Green,Green,Red,10,0,0,24.16889214515686
2025-09-13 02:26:21.587509,NS_Green,Green,Red,9,0,0,24.268989086151123
2025-09-13 02:26:21.687779,NS_Green,Green,Red,8,0,0,24.369261026382446
2025-09-13 02:26:21.787465,NS_Green,Green,Red,9,0,0,24.4689462184906
2025-09-13 02:26:21.887474,NS_Green,Green,Red,10,0,0,24.568957090377808
2025-09-13 02:26:21.987416,NS_Green,Green,Red,11,0,0,24.668898105621338
2025-09-13 02:26:22.087416,NS_Green,Green,Red,12,0,0,24.76889705657959
2025-09-13 02:26:22.187650,NS_Green,Green,Red,13,0,0,24.869132041931152
2025-09-13 02:26:22.287439,NS_Green,Green,Red,14,0,0,24.9689199924469
2025-09-13 02:26:22.387428,NS_Green,Green,Red,15,1,0,25.06890892982483
2025-09-13 02:26:22.487355,NS_Green,Green,Red,16,1,0,25.16883611679077
2025-09-13 02:26:22.587527,NS_Green,Green,Red,18,1,0,25.269006967544556
2025-09-13 02:26:22.687730,NS_Green,Green,Red,19,1,0,25.369213104248047
2025-09-13 02:26:22.787603,NS_Green,Green,Red,20,1,0,25.46908712387085
2025-09-13 02:26:22.887476,NS_Green,Green,Red,19,1,0,25.56895923614502
2025-09-13 02:26:22.987367,NS_Green,Green,Red,18,1,0,25.668848037719727
2025-09-13 02:26:23.087370,NS_Green,Green,Red,19,1,0,25.768851041793823
2025-09-13 02:26:23.187795,NS_Green,Green,Red,20,1,0,25.869282007217407
2025-09-13 02:26:23.287453,NS_Green,Green,Red,19,1,0,25.96893620491028
2025-09-13 02:26:23.387397,NS_Green,Green,Red,18,1,0,26.068877935409546
2025-09-13 02:26:23.487316,NS_Green,Green,Red,19,1,0,26.1687970161438
2025-09-13 02:26:23.587434,NS_Green,Green,Red,20,1,0,26.268917083740234
2025-09-13 02:26:23.687686,NS_Green,Green,Red,19,1,0,26.36917018890381
2025-09-13 02:26:23.788216,NS_Green,Green,Red,20,1,0,26.469698905944824
2025-09-13 02:26:23.887588,NS_Green,Green,Red,19,1,0,26.5690701007843
2025-09-13 02:26:23.987855,NS_Green,Green,Red,18,1,0,26.669336080551147
2025-09-13 02:26:24.087377,NS_Green,Green,Red,17,1,0,26.768857955932617
2025-09-13 02:26:24.187709,NS_Green,Green,Red,16,1,0,26.86919116973877
2025-09-13 02:26:24.287631,NS_Green,Green,Red,15,1,0,26.96911096572876
2025-09-13 02:26:24.388026,NS_Green,Green,Red,14,1,0,27.0695059299469
2025-09-13 02:26:24.488318,NS_Green,Green,Red,12,1,0,27.16980218887329
2025-09-13 02:26:24.588098,NS_Green,Green,Red,11,1,0,27.269581079483032
2025-09-13 02:26:24.687590,NS_Green,Green,Red,10,1,0,27.369070053100586
2025-09-13 02:26:24.788260,NS_Green,Green,Red,9,1,0,27.46974205970764
2025-09-13 02:26:24.887577,NS_Green,Green,Red,8,0,0,27.569059133529663
2025-09-13 02:26:24.987704,NS_Green,Green,Red,7,0,0,27.669184923171997
2025-09-13 02:26:25.087407,NS_Green,Green,Red,6,0,0,27.76889204978943
2025-09-13 02:26:25.187558,NS_Green,Green,Red,5,0,0,27.869043111801147
2025-09-13 02:26:25.288176,NS_Green,Green,Red,4,0,0,27.969659090042114
2025-09-13 02:26:25.388156,NS_Green,Green,Red,3,0,0,28.069640159606934
2025-09-13 02:26:25.487832,NS_Green,Green,Red,4,0,0,28.169316053390503
2025-09-13 02:26:25.587357,NS_Green,Green,Red,5,0,0,28.26884126663208
2025-09-13 02:26:25.687458,NS_Green,Green,Red,4,0,0,28.368938207626343
2025-09-13 02:26:25.788273,NS_Green,Green,Red,3,0,0,28.469757080078125
2025-09-13 02:26:25.887603,NS_Green,Green,Red,4,0,0,28.56908416748047
2025-09-13 02:26:25.988181,NS_Green,Green,Red,5,0,0,28.669663190841675
2025-09-13 02:26:26.087427,NS_Green,Green,Red,4,0,0,28.768908977508545
2025-09-13 02:26:26.187570,NS_Green,Green,Red,3,0,0,28.869052171707153
2025-09-13 02:26:26.287198,NS_Green,Green,Red,4,0,0,28.968680143356323
2025-09-13 02:26:26.388284,NS_Green,Green,Red,5,0,0,29.06976819038391
2025-09-13 02:26:26.488113,NS_Green,Green,Red,6,0,0,29.169594049453735
2025-09-13 02:26:26.587359,NS_Green,Green,Red,7,0,0,29.26884126663208
2025-09-13 02:26:26.687531,NS_Green,Green,Red,8,0,0,29.369012117385864
2025-09-13 02:26:26.788287,NS_Green,Green,Red,9,0,0,29.469770193099976
2025-09-13 02:26:26.888165,NS_Green,Green,Red,10,0,0,29.569648027420044
2025-09-13 02:26:26.987834,NS_Green,Green,Red,11,0,0,29.669315099716187
2025-09-13 02:26:27.087338,NS_Green,Green,Red,12,0,0,29.76882028579712
2025-09-13 02:26:27.187516,NS_Green,Green,Red,13,0,0,29.86899709701538
2025-09-13 02:26:27.287608,NS_Green,Green,Red,14,0,0,29.9690899848938
2025-09-13 02:26:27.388150,NS_Green,Green,Red,15,1,0,30.069632053375244
2025-09-13 02:26:27.487275,NS_Green,Green,Red,17,1,0,30.168757915496826
2025-09-13 02:26:27.587335,NS_Green,Green,Red,18,1,0,30.26881718635559
2025-09-13 02:26:27.687547,NS_Green,Green,Red,19,1,0,30.369035959243774
2025-09-13 02:26:27.788136,NS_Green,Green,Red,20,1,0,30.46961808204651
2025-09-13 02:26:27.888220,NS_Yellow,Yellow,Red,3,0,0,1.2159347534179688e-05
2025-09-13 02:26:27.987276,NS_Yellow,Yellow,Red,4,0,0,0.09906888008117676
2025-09-13 02:26:28.087388,NS_Yellow,Yellow,Red,5,0,0,0.1991879940032959
2025-09-13 02:26:28.187433,NS_Yellow,Yellow,Red,4,0,0,0.299224853515625
2025-09-13 02:26:28.287612,NS_Yellow,Yellow,Red,3,0,0,0.39940690994262695
2025-09-13 02:26:28.388120,NS_Yellow,Yellow,Red,5,0,0,0.4999220371246338
2025-09-13 02:26:28.488121,NS_Yellow,Yellow,Red,4,0,0,0.5999171733856201
2025-09-13 02:26:28.587327,NS_Yellow,Yellow,Red,3,0,0,0.6991198062896729
2025-09-13 02:26:28.687481,NS_Yellow,Yellow,Red,4,0,0,0.7992770671844482
2025-09-13 02:26:28.787452,NS_Yellow,Yellow,Red,5,0,0,0.899245023727417
2025-09-13 02:26:28.888153,NS_Yellow,Yellow,Red,4,0,0,0.9999570846557617
2025-09-13 02:26:28.988084,NS_Yellow,Yellow,Red,3,0,0,1.0998778343200684
2025-09-13 02:26:29.087291,NS_Yellow,Yellow,Red,4,0,0,1.1990869045257568
2025-09-13 02:26:29.187478,NS_Yellow,Yellow,Red,5,0,0,1.2992730140686035
2025-09-13 02:26:29.287862,NS_Yellow,Yellow,Red,4,0,0,1.399656057357788
2025-09-13 02:26:29.388014,NS_Yellow,Yellow,Red,3,0,0,1.4998109340667725
2025-09-13 02:26:29.487337,NS_Yellow,Yellow,Red,4,0,0,1.5991308689117432
2025-09-13 02:26:29.587197,NS_Yellow,Yellow,Red,5,0,0,1.6989991664886475
2025-09-13 02:26:29.687488,NS_Yellow,Yellow,Red,4,0,0,1.7992820739746094
2025-09-13 02:26:29.788042,NS_Yellow,Yellow,Red,3,0,0,1.8998348712921143
2025-09-13 02:26:29.887701,NS_Yellow,Yellow,Red,5,0,0,1.9995121955871582
2025-09-13 02:26:29.988142,NS_Yellow,Yellow,Red,4,0,0,2.099938154220581
2025-09-13 02:26:30.087370,NS_Yellow,Yellow,Red,3,0,0,2.1991829872131348
2025-09-13 02:26:30.187452,NS_Yellow,Yellow,Red,4,0,0,2.2992451190948486
2025-09-13 02:26:30.288072,NS_Yellow,Yellow,Red,5,0,0,2.3998658657073975
